AUTO_ID;MERK;BOUWJAAR;KILOMETER_STAND;VRAAGPRIJS;EXTERIEUR_KLEUR;BRANDSTOF;CARROSSERIEVORM;MODEL
30017245;RENAULT;2011;53518;5744;GRIJS;DIESEL;HATCHBACK;CLIO
30017429;PORSCHE;2007;90210;79495;WIT;BENZINE;COUPE;911
30019197;LANCIA;1998;242363;5750;GRIJS;BENZINE;COUPE;KAPPA
30019768;PEUGEOT;2014;41812;13950;BRUIN;BENZINE;HATCHBACK;308
30022011;OPEL;2012;60902;10770;GRIJS;BENZINE;MPV;MERIVA
30022084;VOLKSWAGEN;2013;59901;8450;ZWART;BENZINE;HATCHBACK;UP!
30022293;SEAT;2003;174381;3480;BEIGE;BENZINE;HATCHBACK;LEON
30024223;RENAULT;2004;146220;3950;GRIJS;DIESEL;MPV;ESPACE
30024252;MERCEDES-BENZ;1998;193040;2649;GRIJS;BENZINE;HATCHBACK;A-KLASSE
30024424;BMW;2003;283667;3250;ZWART;DIESEL;SEDAN;3-SERIE
30024457;CITROEN;2012;7829;9995;ZWART;BENZINE;HATCHBACK;C3
30024529;KIA;2004;143568;1849;GRIJS;BENZINE;SEDAN;RIO
30060364;SUZUKI;1985;67271;4950;BLAUW;BENZINE;HATCHBACK;ALTO
30060884;AUDI;2011;122444;11500;ROOD;BENZINE;HATCHBACK;A3
30060926;FORD;1997;199068;1950;PAARS;DIESEL;SEDAN;MONDEO
30060940;VOLKSWAGEN;2012;90126;7990;WIT;DIESEL;BEDRIJFSWAGEN;CADDY
30062411;BMW;1999;155284;5245;GRIJS;BENZINE;SEDAN;3-SERIE
30062446;PEUGEOT;2002;189625;2950;BLAUW;BENZINE;CABRIOLET;206
30062810;VOLKSWAGEN;1998;335871;1650;GRIJS;BENZINE;SEDAN;PASSAT
30062867;BMW;2006;75000;0;BEIGE;BENZINE;COUPE;6-SERIE
30062875;RENAULT;2003;228391;2699;BLAUW;BENZINE;MPV;GRAND ESPACE
30062944;PEUGEOT;2001;376146;1250;BLAUW;DIESEL;STATIONWAGEN;406
30063066;SUZUKI;1983;35151;19950;GRIJS;BENZINE;COUPE;SC-100
30063127;VOLKSWAGEN;2003;336313;2999;BLAUW;DIESEL;STATIONWAGEN;PASSAT
30063136;BMW;2000;253000;3999;ZILVER;DIESEL;SEDAN;5-SERIE
30063160;VOLVO;1999;221000;4999;GRIJS;BENZINE;SEDAN;S70
30063163;PEUGEOT;2006;214825;3599;GRIJS;DIESEL;STATIONWAGEN;407
30063376;SUZUKI;1996;3954;25000;ROOD;BENZINE;CABRIOLET;CAPPUCCINO
30064087;PEUGEOT;2011;52600;11950;GRIJS;BENZINE;HATCHBACK;207
30064866;PEUGEOT;2005;93931;4950;BEIGE;BENZINE;SEDAN;407
30066573;PEUGEOT;1996;114743;4600;BEIGE;BENZINE;CABRIOLET;306
30068701;VOLVO;1995;326135;2250;ROOD;BENZINE;STATIONWAGEN;800-SERIE
30073725;RENAULT;2015;72000;6800;WIT;BENZINE;HATCHBACK;TWINGO
30074170;MERCEDES-BENZ;2008;165000;25995;ZWART;LPG / BENZINE;SUV;M-KLASSE
30075091;PEUGEOT;2013;18798;27900;GRIJS;BENZINE;SEDAN;508
30079285;MERCEDES-BENZ;2002;196141;5950;GROEN;DIESEL;SEDAN;E-KLASSE
30079289;MERCEDES-BENZ;2002;214268;4950;BLAUW;DIESEL;STATIONWAGEN;C-KLASSE
30079307;OPEL;2006;517730;1450;WIT;DIESEL;BEDRIJFSWAGEN;MOVANO
30079327;FORD;2006;218300;2950;BLAUW;BENZINE;STATIONWAGEN;MONDEO
30079345;CHRYSLER;2006;189696;2950;GRIJS;DIESEL;MPV;PT CRUISER
30079359;RENAULT;1994;20194;650;ZWART;BENZINE;CABRIOLET;19
30079387;HONDA;1998;344516;1250;ZWART;LPG;COUPE;PRELUDE
30079391;MERCEDES-BENZ;2011;245136;9950;GRIJS;DIESEL;STATIONWAGEN;E-KLASSE
30079495;PEUGEOT;1998;239181;1950;GRIJS;BENZINE;COUPE;406
30079531;CITROEN;2003;193987;1450;WIT;DIESEL;HATCHBACK;SAXO
30079569;PEUGEOT;2005;290304;2950;BLAUW;DIESEL;STATIONWAGEN;407
30079675;MERCEDES-BENZ;2005;165156;10950;GRIJS;BENZINE;CABRIOLET;SLK
30079775;EURA MOBIL;2002;63761;26950;WIT;DIESEL;CAMPER;230
30081029;FIAT;2013;140000;9950;GRIJS;DIESEL;HATCHBACK;500L
30081290;VOLKSWAGEN;2009;194013;6000;WIT;DIESEL;BEDRIJFSWAGEN;CADDY
30084613;OPEL;2005;192339;3749;BLAUW;BENZINE;CABRIOLET;TIGRA
30084627;RENAULT;2000;464881;950;BLAUW;LPG;STATIONWAGEN;LAGUNA
30084647;RENAULT;2002;177535;4750;GROEN;BENZINE;STATIONWAGEN;LAGUNA
30084651;RENAULT;1998;217201;1750;GRIJS;BENZINE;HATCHBACK;LAGUNA
30084654;RENAULT;2001;143020;3750;GROEN;BENZINE;STATIONWAGEN;MEGANE
30084683;RENAULT;1999;181523;2750;GROEN;BENZINE;STATIONWAGEN;MEGANE
30084691;RENAULT;1993;148775;500;GRIJS;BENZINE;HATCHBACK;SAFRANE
30084696;BMW;1989;122147;2950;GRIJS;BENZINE;SEDAN;3-SERIE
30086940;RENAULT;2002;180558;1949;GROEN;BENZINE;COUPE;MEGANE
30087338;RENAULT;2005;195966;14995;ZWART;DIESEL;BEDRIJFSWAGEN;MASTER
30087621;HYUNDAI;2006;106260;3450;BLAUW;BENZINE;HATCHBACK;GETZ
30087623;RENAULT;2008;107181;3695;GRIJS;BENZINE;HATCHBACK;TWINGO
30087640;VOLKSWAGEN;1998;140618;3250;BLAUW;BENZINE;CABRIOLET;GOLF
30088564;KIA;2013;74301;15945;GRIJS;DIESEL;SUV;SPORTAGE
30088811;MERCEDES-BENZ;2012;117000;19900;GRIJS;DIESEL;CABRIOLET;E-KLASSE
30090809;AUDI;2012;117027;29450;BRUIN;BENZINE;SUV;A4 ALLROAD
30090905;CHRYSLER;2000;122459;6000;GROEN;DIESEL;MPV;VOYAGER
30090916;OPEL;1998;187279;3500;GROEN;DIESEL;SEDAN;OMEGA
30090922;MITSUBISHI;1999;202154;2500;ZWART;LPG;HATCHBACK;CARISMA
30090937;RENAULT;2003;145583;5950;GROEN;DIESEL;STATIONWAGEN;LAGUNA
30090965;VOLVO;1999;291348;1950;ZWART;BENZINE;STATIONWAGEN;V40
30091086;MERCEDES-BENZ;1988;305982;4450;GRIJS;BENZINE;SEDAN;TN/T-SERIE
30093480;TOYOTA;2012;46000;6950;ZWART;BENZINE;HATCHBACK;AYGO
30093481;TOYOTA;2012;42000;7445;ZWART;BENZINE;HATCHBACK;AYGO
30093561;FORD;2015;76327;8790;WIT;DIESEL;BEDRIJFSWAGEN;TRANSIT COURIER
30093714;MERCEDES-BENZ;2001;110634;17900;ZWART;BENZINE;SEDAN;S-KLASSE
30093753;BMW;2002;140218;9950;BLAUW;BENZINE;SEDAN;3-SERIE
30093776;RENAULT;2003;137817;5750;GRIJS;BENZINE;STATIONWAGEN;LAGUNA
30093777;BMW;2001;183077;6500;GRIJS;BENZINE;SEDAN;3-SERIE
30093779;RENAULT;2002;151840;4750;GROEN;BENZINE;STATIONWAGEN;LAGUNA
30093783;RENAULT;1993;147278;4750;PAARS;BENZINE;CABRIOLET;19
30093784;RENAULT;2003;27054;10750;BEIGE;BENZINE;MPV;ESPACE
30094031;MERCEDES-BENZ;1997;428118;2500;ZWART;DIESEL;SEDAN;E-KLASSE
30094535;OPEL;2000;199316;2750;BLAUW;DIESEL;STATIONWAGEN;VECTRA
30094552;PEUGEOT;2010;112258;6990;BLAUW;BENZINE;HATCHBACK;308
30095425;SUBARU;2013;116433;11950;ZILVER;DIESEL;HATCHBACK;TREZIA
30095635;BMW;2006;129949;25950;ZWART;BENZINE;COUPE;6-SERIE
30095689;BMW;2006;130687;27950;ZWART;BENZINE;CABRIOLET;6-SERIE
30095930;AUDI;2010;181228;10950;ZWART;DIESEL;SEDAN;A6
30095949;JAGUAR;2012;70979;39950;ROOD;DIESEL;SEDAN;XJ
30096564;RENAULT;2011;50106;12950;GRIJS;BENZINE;STATIONWAGEN;MEGANE
30096982;OPEL;2012;172125;11999;GRIJS;HYBRIDE;HATCHBACK;AMPERA
30098298;FORD;2013;80376;14940;WIT;DIESEL;BEDRIJFSWAGEN;TRANSIT
30099415;FIAT;2006;139772;4245;GRIJS;BENZINE;MPV;IDEA
30099778;OPEL;2005;98068;5245;GRIJS;BENZINE;MPV;MERIVA
30100659;RENAULT;2001;176613;5750;BLAUW;BENZINE;HATCHBACK;LAGUNA
30100706;BMW;1989;159767;10000;ZWART;BENZINE;SEDAN;3-SERIE
30100751;BMW;1993;155727;4750;GROEN;BENZINE;STATIONWAGEN;3-SERIE
30100752;RENAULT;1996;298958;1250;GRIJS;BENZINE;HATCHBACK;SAFRANE
30100780;RENAULT;2007;98525;4750;ZWART;BENZINE;HATCHBACK;TWINGO
30100781;RENAULT;2005;53712;7250;BEIGE;BENZINE;HATCHBACK;TWINGO
30100806;RENAULT;1994;171731;500;GRIJS;BENZINE;HATCHBACK;SAFRANE
30100924;BMW;2001;149578;9950;BLAUW;BENZINE;STATIONWAGEN;3-SERIE
30100926;RENAULT;2004;121118;7750;BLAUW;BENZINE;STATIONWAGEN;LAGUNA
30100965;RENAULT;2007;160249;9750;BEIGE;DIESEL;HATCHBACK;VEL SATIS
30117379;MINI;2015;39900;20800;BLAUW;DIESEL;STATIONWAGEN;CLUBMAN
30117799;FIAT;2012;156500;5300;BEIGE;BENZINE;HATCHBACK;PANDA
30119230;TOYOTA;1986;212600;23500;GRIJS;BENZINE;COUPE;COROLLA
30121227;BMW;1996;130751;35000;GRIJS;BENZINE;COUPE;8-SERIE
30121457;MERCEDES-BENZ;1993;139850;28950;BLAUW;BENZINE;SEDAN;S-KLASSE
30127934;MERCEDES-BENZ;2014;67846;32500;ZWART;DIESEL;STATIONWAGEN;CLS
30129703;MINI;2011;126589;10950;GRIJS;DIESEL;STATIONWAGEN;CLUBMAN
30129879;SAAB;2009;111564;9950;ZWART;BENZINE;SEDAN;9/mrt
30132611;PEUGEOT;2007;148822;7450;ZWART;DIESEL;SUV;4007
30133147;BMW;2006;184379;6950;GRIJS;DIESEL;SUV;X3
30133407;LANCIA;2009;159866;13940;BLAUW;DIESEL;MPV;PHEDRA
30138325;CITROEN;2013;65732;5950;ZWART;BENZINE;HATCHBACK;C1
30139076;JEEP;2008;231247;9200;ZWART;DIESEL;SUV;GRAND CHEROKEE
30139169;SUBARU;1993;143834;18400;ROOD;BENZINE;COUPE;SVX
30141033;OPEL;2015;65083;11925;GRIJS;BENZINE;SEDAN;ASTRA
30149913;OPEL;2009;163700;7450;WIT;DIESEL;BEDRIJFSWAGEN;VIVARO
30151017;FERRARI;1996;19000;1900000;ROOD;BENZINE;CABRIOLET;F50
30167129;LAND ROVER;1980;89751;23500;CREME;BENZINE;BEDRIJFSWAGEN;DEFENDER
30171919;BMW;1996;5927;27500;ZILVER;BENZINE;OVERIG;Z3
30174279;FERRARI;1988;2000;1500000;ROOD;BENZINE;COUPE;F40
30177595;OPEL;2001;193687;2650;GRIJS;BENZINE;MPV;ZAFIRA
30189849;MERCEDES-BENZ;1968;67199;22500;ZWART;BENZINE;OVERIG;TN/T-SERIE
30191609;MITSUBISHI;2021;12;25990;WIT;DIESEL;BEDRIJFSWAGEN;L200
30219435;SEAT;2013;1;17900;WIT;BENZINE;HATCHBACK;LEON
30226306;VOLVO;1970;180226;25350;WIT;BENZINE;HATCHBACK;100-SERIE
30264471;VOLKSWAGEN;2015;23086;12950;GRIJS;BENZINE;HATCHBACK;POLO
30271212;RENAULT;1986;95000;3000;WIT;BENZINE;CABRIOLET;ALLIANCE
30312031;VOLKSWAGEN;2007;27493;36990;GRIJS;BENZINE;SUV;TOUAREG
30341295;AUTOBIANCHI;1964;20146;6950;ROOD;BENZINE;HATCHBACK;BIANCHINA
30451781;RENAULT;2003;243165;4750;GRIJS;DIESEL;MPV;ESPACE
30485127;SMART;2005;73332;3225;ZWART;BENZINE;HATCHBACK;FORTWO
30485137;PEUGEOT;2002;194679;2925;GRIJS;BENZINE;CABRIOLET;206
30485149;MERCEDES-BENZ;2009;295131;12925;GRIJS;DIESEL;COUPE;E-KLASSE
30487875;NISSAN;1992;141249;28950;GRIJS;BENZINE;COUPE;300ZX
30487888;MAZDA;1999;90126;9750;GRIJS;BENZINE;CABRIOLET;MX-5
30487906;FORD;2008;127847;2495;ROOD;BENZINE;HATCHBACK;KA
30584759;MERCEDES-BENZ;2010;199542;22225;ZWART;BENZINE;SEDAN;S-KLASSE
30700682;VOLKSWAGEN;2010;132152;11995;ROOD;DIESEL;BEDRIJFSWAGEN;TRANSPORTER
30703614;HONDA;1982;70471;4500;BLAUW;BENZINE;HATCHBACK;CIVIC
30703698;SUZUKI;2013;37973;7655;WIT;BENZINE;HATCHBACK;ALTO
30703803;FORD;2002;102776;4130;BLAUW;DIESEL;SEDAN;MONDEO
30703811;MERCEDES-BENZ;2006;70008;7130;ZWART;DIESEL;HATCHBACK;A-KLASSE
30703815;CITROEN;2002;86549;4130;GRIJS;DIESEL;HATCHBACK;C5
30703818;PEUGEOT;2001;110986;7130;GRIJS;BENZINE;SEDAN;607
30703819;NISSAN;2002;77388;3130;BLAUW;DIESEL;SEDAN;PRIMERA
30703821;FORD;2003;247413;1750;BLAUW;BENZINE;STATIONWAGEN;FOCUS
30703825;RENAULT;2003;150166;4130;ZWART;BENZINE;MPV;ESPACE
30703827;RENAULT;2002;145439;3130;GRIJS;DIESEL;HATCHBACK;LAGUNA
30703837;VOLVO;2009;119297;8750;ZWART;DIESEL;HATCHBACK;C30
30703839;RENAULT;2005;237426;3330;GRIJS;DIESEL;MPV;GRAND SCENIC
30703843;VOLVO;1998;213477;1250;ROOD;BENZINE;SEDAN;S70
30703846;OPEL;2010;109287;7630;GRIJS;DIESEL;HATCHBACK;CORSA
30703857;CITROEN;2011;115298;9750;ZWART;DIESEL;MPV;C4 GRAND PICASSO
30703859;VOLKSWAGEN;2011;170820;9750;GRIJS;DIESEL;STATIONWAGEN;GOLF
30703888;FORD;2011;158063;10130;GRIJS;DIESEL;MPV;GRAND C-MAX
30703953;NISSAN;2001;84484;4130;GROEN;BENZINE;HATCHBACK;ALMERA
30704809;SKODA;2009;115666;7445;BLAUW;BENZINE;HATCHBACK;OCTAVIA
30704814;OPEL;2008;140943;7445;GRIJS;BENZINE;CABRIOLET;ASTRA
30704852;OPEL;2012;83682;7445;ZWART;LPG / BENZINE;HATCHBACK;CORSA
30705596;PORSCHE;1998;231347;22500;BLAUW;BENZINE;COUPE;911
30705977;VOLKSWAGEN;2011;182787;7450;BRUIN;DIESEL;HATCHBACK;GOLF PLUS
30706736;KIA;2008;92645;4950;GRIJS;BENZINE;HATCHBACK;PICANTO
30707041;MERCEDES-BENZ;2004;210480;9145;GRIJS;DIESEL;SUV;M-KLASSE
30707063;RENAULT;2003;231297;799;BLAUW;BENZINE;HATCHBACK;MEGANE
30715573;SUZUKI;1981;;10100;WIT;BENZINE;COUPE;SC-100
30748677;OPEL;2000;14000;2130;GRIJS;BENZINE;HATCHBACK;CORSA
30757672;FORD;2008;176353;4925;GRIJS;BENZINE;MPV;C-MAX
30972466;OPEL;2012;61142;11950;GRIJS;DIESEL;STATIONWAGEN;ASTRA
30987832;VOLVO;2007;221767;4950;ZWART;DIESEL;HATCHBACK;C30
31010598;AUDI;2015;114457;39950;ZWART;DIESEL;SEDAN;A8
31012277;RENAULT;2008;128258;6950;GRIJS;BENZINE;CABRIOLET;MEGANE
31151017;SUZUKI;2021;15;22099;ZWART;BENZINE;SUV;VITARA
31175227;FORD;1999;55755;2250;PAARS;BENZINE;HATCHBACK;FIESTA
31175233;VOLKSWAGEN;2007;376471;8950;WIT;DIESEL;BEDRIJFSWAGEN;LT
31175238;VOLKSWAGEN;2000;294477;6950;WIT;DIESEL;PERSONENBUS;TRANSPORTER
31175240;VOLVO;1995;246342;3950;GROEN;BENZINE;SEDAN;900-SERIE
31175243;MAZDA;2004;93799;8950;GRIJS;DIESEL;BEDRIJFSWAGEN;PREMACY
31175248;DODGE;1997;289150;2450;GRIJS;LPG;BEDRIJFSWAGEN;RAM VAN
31175251;PONTIAC;1991;39033;9950;ROOD;BENZINE;COUPE;FIREBIRD
31175255;CHRYSLER;2003;290207;6950;BLAUW;LPG;MPV;GRAND VOYAGER
31175258;FIAT;2004;287353;4450;GROEN;DIESEL;BEDRIJFSWAGEN;DUCATO
31175259;CITROEN;2004;58718;7300;WIT;DIESEL;BEDRIJFSWAGEN;JUMPY
31175265;CITROEN;2006;178360;7450;GRIJS;DIESEL;BEDRIJFSWAGEN;JUMPER
31175270;TOYOTA;2005;215693;5950;GRIJS;BENZINE;MPV;COROLLA VERSO
31175272;VOLKSWAGEN;2000;185077;3950;BLAUW;BENZINE;SEDAN;BORA
31175279;MERCEDES-BENZ;1998;272470;4950;BLAUW;DIESEL;SEDAN;E-KLASSE
31175285;NISSAN;1991;97105;2950;WIT;BENZINE;STATIONWAGEN;PRIMERA
31175288;FIAT;1997;275564;3950;GROEN;DIESEL;BEDRIJFSWAGEN;DUCATO
31175289;MERCEDES-BENZ;1996;236748;3950;ROOD;BENZINE;SEDAN;C-KLASSE
31175293;MERCEDES-BENZ;1997;362034;3950;ZWART;DIESEL;SEDAN;C-KLASSE
31175309;MERCEDES-BENZ;2003;200118;9450;GRIJS;DIESEL;SEDAN;E-KLASSE
31175315;VOLKSWAGEN;2001;120137;7950;GROEN;DIESEL;SEDAN;PASSAT
31175316;FIAT;2008;199870;6950;GRIJS;DIESEL;BEDRIJFSWAGEN;DUCATO
31175317;OPEL;2004;166108;3950;BLAUW;DIESEL;STATIONWAGEN;ASTRA
31175323;TOYOTA;2002;213928;4750;GRIJS;DIESEL;HATCHBACK;COROLLA
31175325;CITROEN;2006;162015;3495;GRIJS;BENZINE;HATCHBACK;C1
31175329;VOLKSWAGEN;2002;83498;6950;GRIJS;DIESEL;HATCHBACK;GOLF
31175339;CITROEN;2000;278570;1750;GRIJS;LPG;HATCHBACK;XSARA PICASSO
31175343;RENAULT;2001;124748;3950;GRIJS;DIESEL;HATCHBACK;CLIO
31175348;SAAB;2000;374661;3950;ZWART;BENZINE;STATIONWAGEN;9-5 ESTATE
31175351;FIAT;2007;143230;4950;BEIGE;DIESEL;HATCHBACK;PANDA
31175367;VOLVO;2003;99379;7450;GROEN;DIESEL;STATIONWAGEN;V40
31175374;FORD;1998;245353;1950;GRIJS;DIESEL;HATCHBACK;MONDEO
31175377;MERCEDES-BENZ;2004;207480;9450;ZWART;DIESEL;STATIONWAGEN;C-KLASSE
31175383;PEUGEOT;1998;25002;5950;GROEN;BENZINE;SEDAN;306
31175414;TOYOTA;2005;189321;6950;GRIJS;BENZINE;MPV;COROLLA VERSO
31192039;MERCEDES-BENZ;2001;199759;6950;GROEN;DIESEL;BEDRIJFSWAGEN;SPRINTER
31278492;OPEL;2005;314248;2699;GRIJS;DIESEL;STATIONWAGEN;ASTRA
31324179;FERRARI;2008;66915;154895;WIT;BENZINE;COUPE;F430
31333271;OPEL;2007;145044;7450;GRIJS;BENZINE;SEDAN;VECTRA
31347952;MERCEDES-BENZ;2013;98554;17850;ZWART;DIESEL;HATCHBACK;A-KLASSE
31384984;VOLVO;2011;286784;7750;ZWART;DIESEL;SEDAN;S80
31476638;JEEP;2009;326989;5950;ZWART;DIESEL;BEDRIJFSWAGEN;CHEROKEE
31499651;SKODA;2008;234082;3595;BLAUW;DIESEL;STATIONWAGEN;FABIA
31636474;CITROEN;2015;35953;9950;ZWART;BENZINE;HATCHBACK;C3
31647712;AUDI;2013;62881;21950;ZWART;BENZINE;HATCHBACK;A3
31722651;VOLKSWAGEN;2013;110300;9500;WIT;DIESEL;BEDRIJFSWAGEN;CADDY MAXI
31724415;VOLVO;2014;26963;14950;ZWART;DIESEL;SEDAN;S60
31746844;RENAULT;2005;198110;2900;ZWART;BENZINE;MPV;MODUS
31770920;VOLKSWAGEN;2008;242700;9950;ZWART;DIESEL;SEDAN;PHAETON
31819939;FORD;2012;124795;8950;GRIJS;DIESEL;BEDRIJFSWAGEN;TRANSIT CONNECT
31821072;CITROEN;2016;62623;14940;WIT;DIESEL;BEDRIJFSWAGEN;JUMPY
31829933;FORD;2011;114287;12950;WIT;DIESEL;SUV;KUGA
31914666;PEUGEOT;2002;160792;3950;GRIJS;BENZINE;CABRIOLET;206
31964688;OPEL;2010;100879;7445;GROEN;BENZINE;HATCHBACK;ASTRA
31987338;MAZDA;2004;97389;7950;GRIJS;BENZINE;SEDAN;RX-8
32026166;PEUGEOT;1999;225142;1399;BLAUW;BENZINE;STATIONWAGEN;406
32026792;RENAULT;2007;220000;5750;ZWART;LPG;HATCHBACK;CLIO
32026793;RENAULT;2004;83852;6750;BLAUW;BENZINE;HATCHBACK;MEGANE
32026795;RENAULT;2006;78888;14750;ROOD;BENZINE;CABRIOLET;MEGANE
32049854;MERCEDES-BENZ;2016;41000;107950;GRIJS;BENZINE;CABRIOLET;S-KLASSE
32057253;VOLKSWAGEN;2009;164548;8990;WIT;DIESEL;BEDRIJFSWAGEN;CRAFTER
32067447;HONDA;2015;61420;14500;GRIJS;BENZINE;HATCHBACK;CIVIC
32104895;PEUGEOT;2012;218522;6835;GRIJS;DIESEL;BEDRIJFSWAGEN;BOXER
32147960;FORD;2003;316471;1299;ZWART;DIESEL;HATCHBACK;FIESTA
32173584;FIAT;2010;120051;13500;ZWART;DIESEL;BEDRIJFSWAGEN;SCUDO
32187901;AUDI;2011;179699;27999;ZWART;DIESEL;HATCHBACK;A7
32225771;SUZUKI;2005;51361;3750;GRIJS;BENZINE;HATCHBACK;IGNIS
32268342;TOYOTA;2003;244679;5750;ZWART;DIESEL;MPV;AVENSIS VERSO
32279301;MERCEDES-BENZ;2016;52000;42500;WIT;DIESEL;SEDAN;E-KLASSE
32284840;RENAULT;2005;397811;2950;ROOD;DIESEL;BEDRIJFSWAGEN;TRAFIC
32285408;MERCEDES-BENZ;2002;281418;7450;WIT;DIESEL;BEDRIJFSWAGEN;SPRINTER
32289565;SEAT;1992;66060;2950;ZWART;BENZINE;HATCHBACK;MARBELLA
32329670;PEUGEOT;1995;136883;2500;ZWART;BENZINE;CABRIOLET;306
32329693;PEUGEOT;2005;134154;2950;BLAUW;BENZINE;HATCHBACK;1007
32329710;FORD;2006;273085;3950;GRIJS;DIESEL;MPV;S-MAX
32353002;PEUGEOT;2013;184599;9035;GRIJS;DIESEL;BEDRIJFSWAGEN;BOXER
32395597;CITROEN;2004;241058;1195;GRIJS;BENZINE;HATCHBACK;C5
32395715;DAEWOO;2004;181467;999;ZILVER;BENZINE;MPV;TACUMA
32395720;RENAULT;2003;238892;850;BLAUW;BENZINE;MPV;SCENIC
32395809;VOLKSWAGEN;2003;234566;1750;ZILVER;BENZINE;HATCHBACK;GOLF
32395833;FORD;2002;223000;850;ZWART;BENZINE;STATIONWAGEN;FOCUS
32395838;RENAULT;2004;170690;2250;GEEL;BENZINE;HATCHBACK;LAGUNA
32459599;FIAT;2012;66748;7750;ZWART;BENZINE;HATCHBACK;500
32461022;SKODA;2011;126655;5450;GRIJS;BENZINE;HATCHBACK;FABIA
32474483;PEUGEOT;2011;83848;10950;ZILVER;BENZINE;HATCHBACK;308
32482900;MERCEDES-BENZ;2007;144214;17900;ZWART;DIESEL;SEDAN;S-KLASSE
32515784;MG;2004;161293;2049;GRIJS;BENZINE;HATCHBACK;ZR
32527242;OPEL;2007;197989;4495;GRIJS;BENZINE;HATCHBACK;VECTRA
32558884;OPEL;2016;24078;14900;GROEN;DIESEL;STATIONWAGEN;INSIGNIA
32559058;JAGUAR;1997;1;8950;GROEN;BENZINE;COUPE;XK
32559069;MAZDA;2000;238493;1750;GRIJS;BENZINE;MPV;PREMACY
32559086;MERCEDES-BENZ;1993;113101;19950;ZWART;BENZINE;CABRIOLET;SL
32559093;NISSAN;2004;196504;2850;GRIJS;BENZINE;SEDAN;ALMERA
32559097;MITSUBISHI;1999;190000;2450;GROEN;BENZINE;MPV;SPACE WAGON
32559098;NISSAN;2003;228046;3650;ROOD;DIESEL;MPV;ALMERA TINO
32559100;MERCEDES-BENZ;2000;190707;9950;ROOD;BENZINE;SEDAN;S-KLASSE
32559104;RENAULT;2005;244530;3350;ZWART;DIESEL;MPV;MODUS
32559115;NISSAN;2000;208133;1950;GRIJS;BENZINE;HATCHBACK;PRIMERA
32559122;OPEL;2002;158154;2450;ZWART;BENZINE;HATCHBACK;CORSA
32559133;VOLKSWAGEN;1999;189597;2750;ZWART;BENZINE;MPV;SHARAN
32559152;PEUGEOT;2005;328023;2450;GRIJS;DIESEL;STATIONWAGEN;206
32559177;VOLVO;1997;247411;1950;BLAUW;BENZINE;SEDAN;S70
32559182;VOLKSWAGEN;2005;223484;13950;BLAUW;BENZINE;SEDAN;PHAETON
32559230;CHEVROLET;2005;116973;2950;BLAUW;BENZINE;HATCHBACK;KALOS
32559241;VOLKSWAGEN;2005;270130;2950;GRIJS;DIESEL;MPV;TOURAN
32559269;FORD;2008;174997;3950;ZWART;BENZINE;MPV;FUSION
32590495;BMW;2012;106213;19900;GRIJS;DIESEL;SEDAN;3-SERIE
32604455;MERCEDES-BENZ;2006;299538;7950;ZWART;DIESEL;SUV;R-KLASSE
32629731;MAZDA;2013;99597;15250;GRIJS;DIESEL;SUV;CX-5
32644958;OPEL;2014;51401;14900;GRIJS;DIESEL;MPV;ZAFIRA
32644973;OPEL;2011;162749;6750;GRIJS;DIESEL;STATIONWAGEN;INSIGNIA
32644978;FORD;2013;52606;14900;GRIJS;DIESEL;HATCHBACK;MONDEO
32691639;MERCEDES-BENZ;2006;236056;8925;GRIJS;BENZINE;SEDAN;E-KLASSE
32704357;KIA;2001;209157;450;BLAUW;BENZINE;MPV;CARENS
32761843;TOYOTA;1992;208925;3440;GROEN;BENZINE;COUPE;CELICA
32763385;SEAT;2011;151974;6995;WIT;DIESEL;STATIONWAGEN;IBIZA
32811773;CITROEN;2002;297433;750;GRIJS;BENZINE;STATIONWAGEN;C5
32814713;AUDI;2010;128029;9450;GRIJS;BENZINE;HATCHBACK;A1
32838368;KIA;2012;100755;9950;BRUIN;BENZINE;HATCHBACK;RIO
32853372;VOLKSWAGEN;1983;75512;12500;ZILVER;BENZINE;HATCHBACK;GOLF
32868168;FIAT;2004;188246;1950;GROEN;BENZINE;HATCHBACK;PUNTO
32872771;MINI;2012;86904;12250;GRIJS;BENZINE;HATCHBACK;COUNTRYMAN
32904631;FERRARI;2011;1940;198900;GRIJS;BENZINE;CABRIOLET;CALIFORNIA
32906280;BMW;2007;254434;7925;ZWART;DIESEL;STATIONWAGEN;3-SERIE
32906597;ALFA ROMEO;2005;297402;2650;ZWART;DIESEL;COUPE;GT
32913168;MERCEDES-BENZ;1981;157855;12950;GROEN;DIESEL;SEDAN;200-SERIE
32947263;CHRYSLER;2001;116404;2950;BLAUW;BENZINE;SEDAN;SEBRING
32947269;ALFA ROMEO;1997;200840;3245;GROEN;BENZINE;CABRIOLET;SPIDER
32947359;RENAULT;2002;176507;1950;GRIJS;BENZINE;HATCHBACK;LAGUNA
32948680;OPEL;2012;140123;8990;WIT;DIESEL;STATIONWAGEN;INSIGNIA
32965186;MERCEDES-BENZ;2013;68161;17950;ZWART;DIESEL;MPV;B-KLASSE
32980646;FIAT;2006;99653;2425;GEEL;BENZINE;HATCHBACK;PANDA
32983181;RENAULT;2012;92048;10875;ZWART;BENZINE / BENZINE;STATIONWAGEN;LAGUNA
33066001;OPEL;2009;268333;2950;GRIJS;DIESEL;BEDRIJFSWAGEN;ASTRA
