AUTO_ID;MERK;BOUWJAAR;KILOMETER_STAND;VRAAGPRIJS;EXTERIEUR_KLEUR;BRANDSTOF;CARROSSERIEVORM;MODEL
44209257;MERCEDES-BENZ;2020;3203;72950;WIT;BENZINE;COUPE;E-KLASSE
44210056;PEUGEOT;2021;3;44270;GRIJS;BENZINE;SEDAN;508
44210812;VOLKSWAGEN;2013;110681;9995;ZWART;BENZINE;STATIONWAGEN;GOLF
44211146;KIA;2018;13232;13650;GRIJS;BENZINE;HATCHBACK;PICANTO
44211156;KIA;2018;23132;13950;WIT;BENZINE;HATCHBACK;PICANTO
44211400;BMW;2018;9415;22995;GRIJS;BENZINE;MPV;2-SERIE GRAN TOURER
44214920;OPEL;2016;34481;16950;WIT;BENZINE;MPV;MOKKA / MOKKA X
44216899;BMW;1968;1;4950;BEIGE;BENZINE;STATIONWAGEN;2002
44216936;JAGUAR;1985;33521;29950;ROOD;BENZINE;CABRIOLET;XJ-S
44216948;LAND ROVER;2011;311220;9950;WIT;DIESEL;BEDRIJFSWAGEN;DISCOVERY
44216950;VOLKSWAGEN;1985;134909;7450;WIT;BENZINE;HATCHBACK;GOLF
44216955;OLDSMOBILE;1922;7;19950;BLAUW;BENZINE;CABRIOLET;TOURING
44216963;PEUGEOT;2007;99062;3750;GRIJS;BENZINE;HATCHBACK;1007
44217009;MERCEDES-BENZ;1997;193387;3450;ZWART;BENZINE;SEDAN;E-KLASSE
44217035;PORSCHE;1996;1;29950;WIT;BENZINE;COUPE;911
44218669;KIA;2018;26549;17945;GRIJS;BENZINE;STATIONWAGEN;CEE'D SPORTSWAGON
44218860;FIAT;2018;20200;10945;ZWART;BENZINE;HATCHBACK;500
44219247;MERCURY;2005;246197;7950;GRIJS;BENZINE;MPV;MONTEREY
44219676;NISSAN;2021;4000;19950;ZWART;BENZINE;HATCHBACK;MICRA
44219724;NISSAN;2021;11442;26950;BRUIN;BENZINE;SUV;QASHQAI
44221700;AUDI;2015;165214;15900;BLAUW;BENZINE / ELEKTRICITEIT;HATCHBACK;A3
44222893;AUDI;2014;107188;14500;GRIJS;BENZINE;HATCHBACK;A3
44223367;TOYOTA;2019;138;32450;ROOD;BENZINE / ELEKTRICITEIT;HATCHBACK;COROLLA
44224562;SEAT;2014;175148;9900;ZWART;BENZINE;STATIONWAGEN;ALTEA XL
44224797;DAIHATSU;2012;119389;11450;GRIJS;BENZINE;SUV;TERIOS
44232777;VOLKSWAGEN;2018;10907;24950;GEEL;BENZINE;SUV;T-ROC
44233824;KIA;2015;48401;8450;PAARS;BENZINE;HATCHBACK;PICANTO
44234752;ALFA ROMEO;2008;178409;3999;WIT;DIESEL;HATCHBACK;MITO
44235469;VOLKSWAGEN;2013;197056;13950;ZILVER;DIESEL;BEDRIJFSWAGEN;TRANSPORTER
44239209;HYUNDAI;2006;134797;3950;GRIJS;BENZINE;HATCHBACK;GETZ
44239604;ALFA ROMEO;2007;108989;8900;ZWART;BENZINE;COUPE;GT
44240013;CHEVROLET;2005;73412;2750;ZWART;BENZINE;HATCHBACK;KALOS
44242001;VOLKSWAGEN;2016;15236;26950;ZILVER;DIESEL;CAMPER;TRANSPORTER
44242908;AUDI;2019;52000;75000;BLAUW;ELEKTRICITEIT;SUV;E-TRON
44245021;PEUGEOT;2002;221263;1450;GRIJS;BENZINE;HATCHBACK;307
44245117;MAZDA;2014;61479;19950;GRIJS;DIESEL;SUV;CX-5
44246415;PEUGEOT;2015;143447;7750;WIT;DIESEL;BEDRIJFSWAGEN;EXPERT
44248945;MINI;2017;13734;24650;GRIJS;BENZINE;CABRIOLET;COOPER
44249020;OPEL;2008;193977;3925;ZWART;BENZINE;HATCHBACK;CORSA
44249308;NISSAN;2008;206449;3950;GRIJS;BENZINE;MPV;NOTE
44254219;JEEP;2019;11574;26900;BLAUW;BENZINE;SUV;COMPASS
44254898;AUDI;2018;9186;57750;ZWART;DIESEL;STATIONWAGEN;A6
44256390;AUDI;2018;35000;21950;WIT;BENZINE;HATCHBACK;A3
44256546;DAEWOO;2004;98992;744;BLAUW;BENZINE;MPV;TACUMA
44257024;NISSAN;2017;41239;9495;GRIJS;BENZINE;HATCHBACK;MICRA
44257196;OPEL;2018;36866;14900;GRIJS;BENZINE;HATCHBACK;ASTRA
44260926;VOLKSWAGEN;2013;63748;10950;GRIJS;BENZINE;MPV;GOLF PLUS
44261650;MITSUBISHI;2008;172284;3495;GRIJS;BENZINE;HATCHBACK;COLT
44261651;HYUNDAI;2009;119629;3950;WIT;BENZINE;HATCHBACK;I10
44261663;MASERATI;2001;70529;23950;GRIJS;BENZINE;COUPE;3200 GT
44263542;VOLVO;2018;48000;22450;BLAUW;BENZINE;HATCHBACK;V40
44264145;PEUGEOT;2016;65043;7450;WIT;BENZINE;HATCHBACK;108
44264644;HYUNDAI;2019;14500;16950;ZWART;BENZINE;HATCHBACK;I20
44267785;MERCEDES-BENZ;2019;7227;33800;GRIJS;BENZINE;SEDAN;C-KLASSE
44268024;MERCEDES-BENZ;2019;25079;45750;GRIJS;DIESEL;STATIONWAGEN;E-KLASSE
44269442;PEUGEOT;2009;151816;3950;WIT;DIESEL;BEDRIJFSWAGEN;PARTNER
44269803;FORD;2013;152011;5750;WIT;DIESEL;HATCHBACK;FIESTA
44270554;MINI;2019;16925;20995;GRIJS;BENZINE;HATCHBACK;ONE
44270732;VOLKSWAGEN;2010;177517;6250;ZWART;BENZINE;HATCHBACK;POLO
44270793;SUZUKI;2019;10;46950;ZWART;BENZINE;SUV;JIMNY
44271501;MITSUBISHI;2020;2;12490;ZWART;BENZINE;HATCHBACK;SPACE STAR
44272049;CITROEN;2015;83075;6950;GRIJS;BENZINE;HATCHBACK;C1
44272763;MITSUBISHI;2020;5;24999;ROOD;BENZINE;SUV;ASX
44274636;RENAULT;2006;329836;3500;ZWART;DIESEL;CABRIOLET;MEGANE
44274848;CHEVROLET;2005;152640;1250;GRIJS;BENZINE;HATCHBACK;MATIZ
44276116;MERCEDES-BENZ;2012;106375;18500;GRIJS;BENZINE;SEDAN;C-KLASSE
44276603;FORD;2016;71413;21950;WIT;BENZINE;MPV;C-MAX
44277036;CITROEN;2008;191997;7250;ZWART;BENZINE;SUV;C-CROSSER
44284339;AUDI;2013;172492;19900;ZWART;BENZINE;STATIONWAGEN;A6
44284448;VOLVO;1969;17898;7500;GROEN;LPG / BENZINE;COUPE;AMAZON
44286561;AUDI;2014;124608;15900;GRIJS;BENZINE;STATIONWAGEN;A4
44287787;BMW;2008;78232;15500;ZWART;BENZINE;CABRIOLET;3-SERIE
44291214;JAGUAR;2019;35000;45950;GRIJS;DIESEL;SUV;E-PACE
44292046;VOLVO;2001;651969;2150;ZWART;BENZINE;STATIONWAGEN;V70
44295802;FIAT;2010;189409;4950;WIT;DIESEL;BEDRIJFSWAGEN;DUCATO
44296411;FORD;2012;92549;10950;GRIJS;BENZINE;MPV;C-MAX
44297650;VOLKSWAGEN;2015;56704;24945;WIT;DIESEL;SEDAN;PASSAT
44297704;PEUGEOT;2019;10379;10695;BLAUW;BENZINE;HATCHBACK;108
44298479;PEUGEOT;2019;12470;10695;ZWART;BENZINE;HATCHBACK;108
44301412;SKODA;2018;125000;17900;GRIJS;DIESEL;STATIONWAGEN;SUPERB
44302412;SSANGYONG;2011;183159;8490;ZWART;DIESEL;SUV;KORANDO
44303201;RENAULT;2016;57864;11950;ZWART;BENZINE;HATCHBACK;CLIO
44306190;OPEL;2015;59318;13700;GRIJS;BENZINE;HATCHBACK;ASTRA
44307558;PEUGEOT;2019;10883;10695;WIT;BENZINE;HATCHBACK;108
44308259;VOLVO;2019;19451;24950;ZWART;BENZINE;HATCHBACK;V40
44308727;OPEL;2015;79566;18150;GRIJS;DIESEL;PERSONENBUS;VIVARO
44309165;CITROEN;2018;8400;13943;WIT;ELEKTRICITEIT;HATCHBACK;C-ZERO
44309375;DS;2017;65978;16943;ORANJE;DIESEL;HATCHBACK;4
44309633;VOLKSWAGEN;2015;96370;17950;GRIJS;BENZINE;STATIONWAGEN;PASSAT
44311860;MERCEDES-BENZ;2014;130557;13940;BLAUW;DIESEL;HATCHBACK;A-KLASSE
44312496;PEUGEOT;2004;357644;995;GROEN;DIESEL;STATIONWAGEN;307
44313234;RENAULT;2012;162391;5750;ROOD;DIESEL;HATCHBACK;MEGANE
44315632;FORD;2021;10;10400;ZWART;BENZINE;BEDRIJFSWAGEN;TRANSIT COURIER
44315638;FORD;2021;10;10400;ZILVER;BENZINE;BEDRIJFSWAGEN;TRANSIT COURIER
44315639;FORD;2021;10;10900;WIT;DIESEL;BEDRIJFSWAGEN;TRANSIT COURIER
44315645;FORD;2021;10;11800;WIT;DIESEL;BEDRIJFSWAGEN;TRANSIT COURIER
44315648;FORD;2021;10;12250;BLAUW;DIESEL;BEDRIJFSWAGEN;TRANSIT COURIER
44315659;FORD;2021;10;10650;DIVERS;BENZINE;BEDRIJFSWAGEN;TRANSIT CONNECT
44315686;FORD;2021;10;11550;WIT;BENZINE;BEDRIJFSWAGEN;TRANSIT CONNECT
44315689;FORD;2021;10;11550;WIT;BENZINE;BEDRIJFSWAGEN;TRANSIT CONNECT
44315691;FORD;2021;10;12100;WIT;DIESEL;BEDRIJFSWAGEN;TRANSIT CONNECT
44315700;FORD;2021;10;12100;WIT;DIESEL;BEDRIJFSWAGEN;TRANSIT CONNECT
44315714;FORD;2021;10;13050;WIT;DIESEL;BEDRIJFSWAGEN;TRANSIT CONNECT
44315726;FORD;2021;10;13050;WIT;DIESEL;BEDRIJFSWAGEN;TRANSIT CONNECT
44315752;FORD;2021;10;20995;WIT;DIESEL;BEDRIJFSWAGEN;TRANSIT CUSTOM
44315758;FORD;2021;10;20995;WIT;DIESEL;BEDRIJFSWAGEN;TRANSIT CUSTOM
44315767;FORD;2021;10;23495;WIT;DIESEL;BEDRIJFSWAGEN;TRANSIT CUSTOM
44315795;FORD;2021;10;23495;WIT;DIESEL;BEDRIJFSWAGEN;TRANSIT CUSTOM
44315911;PEUGEOT;2002;394066;950;BLAUW;DIESEL;STATIONWAGEN;406
44316835;PEUGEOT;2012;147282;4950;ZWART;BENZINE;HATCHBACK;107
44317142;SUZUKI;2004;140091;2725;BLAUW;BENZINE;HATCHBACK;ALTO
44318989;AUDI;2009;199876;7900;GRIJS;BENZINE;COUPE;A5
44319986;VOLKSWAGEN;1978;105272;24950;GROEN;BENZINE;HATCHBACK;GOLF
44320679;PEUGEOT;2015;157241;9777;BLAUW;DIESEL;STATIONWAGEN;508
44320698;FORD;2012;94627;11440;ROOD;BENZINE;STATIONWAGEN;FOCUS
44320822;JEEP;2019;32211;22445;ZWART;BENZINE;SUV;RENEGADE
44321785;PEUGEOT;2012;125425;3995;GEEL;BENZINE;HATCHBACK;107
44322290;AUDI;2020;15000;43950;ROOD;BENZINE;HATCHBACK;A5
44323111;MERCEDES-BENZ;2007;234842;3900;GRIJS;DIESEL;MPV;A-KLASSE
44323958;RENAULT;2014;179018;7890;GRIJS;DIESEL;STATIONWAGEN;CLIO
44329146;NISSAN;2019;10;28600;WIT;BENZINE;SUV;QASHQAI
44329188;FORD;2018;19311;19600;ZWART;BENZINE;HATCHBACK;FOCUS
44329522;PORSCHE;2006;142085;32950;BLAUW;BENZINE;COUPE;911
44330373;KIA;2012;175000;6500;BLAUW;BENZINE;HATCHBACK;RIO
44333690;VOLVO;2018;72500;34450;ZWART;DIESEL;STATIONWAGEN;V60
44335578;FORD;2021;10;12250;BLAUW;DIESEL;BEDRIJFSWAGEN;TRANSIT COURIER
44335775;FORD;2021;10;10900;WIT;DIESEL;BEDRIJFSWAGEN;TRANSIT COURIER
44335800;OPEL;2003;280895;895;ZWART;DIESEL;HATCHBACK;ASTRA
44335818;HYUNDAI;2019;5544;23900;ZWART;ELEKTRICITEIT / ELEKTRICI;HATCHBACK;IONIQ
44335881;LAND ROVER;2018;53481;78950;BLAUW;DIESEL;SUV;RANGE ROVER SPORT
44335903;FORD;2021;10;10650;DIVERS;BENZINE;BEDRIJFSWAGEN;TRANSIT CONNECT
44336593;FORD;2021;10;11800;WIT;DIESEL;BEDRIJFSWAGEN;TRANSIT COURIER
44337491;FORD;1999;172001;1750;BLAUW;BENZINE;STATIONWAGEN;FOCUS
44337623;KIA;2012;101444;6995;GRIJS;BENZINE;HATCHBACK;RIO
44340410;RENAULT;2016;93221;19750;GRIJS;DIESEL;PERSONENBUS;TRAFIC
44342352;TOYOTA;2012;135359;5750;GRIJS;DIESEL;HATCHBACK;YARIS
44344178;DAEWOO;2002;93784;1950;GROEN;BENZINE;MPV;TACUMA
44344320;BMW;1999;146541;4750;GRIJS;BENZINE;CABRIOLET;Z3
44347837;MERCEDES-BENZ;1995;265102;9990;WIT;DIESEL;CAMPER;CAMPER
44349342;KIA;2009;116390;6999;GRIJS;BENZINE;MPV;SOUL
44350194;JAGUAR;2014;35335;89500;WIT;BENZINE;CABRIOLET;XKR
44350307;FIAT;2014;96521;8450;GRIJS;BENZINE;HATCHBACK;500
44350378;PEUGEOT;2015;31647;15950;GRIJS;BENZINE;HATCHBACK;3008
44352928;TOYOTA;2006;267983;2999;GRIJS;DIESEL;MPV;COROLLA VERSO
44353022;FORD;2007;175874;3295;GRIJS;BENZINE;HATCHBACK;FIESTA
44353636;MERCEDES-BENZ;2014;180096;16890;ZWART;DIESEL;MPV;B-KLASSE
44353818;VOLVO;2019;40887;35900;ZWART;DIESEL;STATIONWAGEN;V90
44354317;OPEL;2018;31347;16445;BRUIN;BENZINE;HATCHBACK;ASTRA
44354415;CITROEN;2009;72776;5950;ROOD;BENZINE;HATCHBACK;C3
44356444;VOLKSWAGEN;2003;189261;1645;GRIJS;BENZINE;HATCHBACK;POLO
44356794;FORD;1966;92509;35900;ROOD;BENZINE;CABRIOLET;MUSTANG
44360102;OPEL;2012;168325;10950;GRIJS;DIESEL;BEDRIJFSWAGEN;VIVARO
44360291;MINI;2002;209283;2950;ZWART;BENZINE;HATCHBACK;ONE
44364801;BMW;2009;174640;15950;GRIJS;BENZINE;SEDAN;3-SERIE
44366905;PEUGEOT;2014;93389;10950;GRIJS;DIESEL;MPV;PARTNER TEPEE
44371776;MERCEDES-BENZ;2011;48854;198500;ZILVER;BENZINE;COUPE;SLS
44371779;LAMBORGHINI;2012;32919;259500;ORANJE;BENZINE;COUPE;AVENTADOR
44371783;PORSCHE;2015;21739;184900;PAARS;BENZINE;COUPE;911
44371795;PORSCHE;2018;9987;85500;ZWART;BENZINE;SUV;MACAN
44371808;MERCEDES-BENZ;2011;20936;214900;GRIJS;BENZINE;CABRIOLET;SL
44372353;JAGUAR;2019;23500;52900;ZWART;BENZINE;SUV;E-PACE
44372677;JAGUAR;2018;27500;46900;BLAUW;BENZINE;SUV;E-PACE
44372729;LAND ROVER;2016;87600;48900;ZWART;DIESEL;BEDRIJFSWAGEN;RANGE ROVER SPORT
44374671;FERRARI;2005;8276;99500;WIT;BENZINE;COUPE;F430
44374903;ASTON MARTIN;2017;8059;154900;GRIJS;BENZINE;SEDAN;RAPIDE
44375786;TOYOTA;2016;34801;14995;ZWART;BENZINE / ELEKTRICITEIT;HATCHBACK;YARIS
44376849;SUZUKI;2018;8036;9250;ZWART;BENZINE;HATCHBACK;CELERIO
44377848;MITSUBISHI;2009;269758;4175;GRIJS;LPG / LPG;SUV;OUTLANDER SPORT
44383214;PEUGEOT;2016;84936;26950;ZWART;DIESEL / ELEKTRICITEIT;SUV;508
44384869;RENAULT;2017;60095;17900;GRIJS;DIESEL;BEDRIJFSWAGEN;TRAFIC
44385145;OPEL;2018;28366;12499;ZWART;BENZINE;HATCHBACK;CORSA
44386574;CITROEN;2021;5;36767;GRIJS;BENZINE;SUV;C5 AIRCROSS
44386794;PEUGEOT;2018;46000;22950;GRIJS;DIESEL;BEDRIJFSWAGEN;BOXER
44387215;PEUGEOT;2011;59868;8995;GRIJS;ELEKTRICITEIT;HATCHBACK;ION
44388242;MERCEDES-BENZ;2006;528009;14950;ZWART;DIESEL;BEDRIJFSWAGEN;ATEGO
44388796;RENAULT;2017;78055;19900;ZILVER;DIESEL;BEDRIJFSWAGEN;TRAFIC
44393972;SUZUKI;2018;29119;9950;WIT;BENZINE;HATCHBACK;CELERIO
44394049;TOYOTA;2015;138350;11740;WIT;BENZINE;MPV;VERSO-S
44394330;FIAT;2013;121329;5950;GRIJS;BENZINE;HATCHBACK;PUNTO
44394981;TOYOTA;2014;69232;8750;ZWART;BENZINE;HATCHBACK;YARIS
44398543;BMW;1999;202624;18500;BLAUW;BENZINE;COUPE;Z3
44399164;AUSTIN;1969;85319;16900;ROOD;BENZINE;CABRIOLET;HEALEY SPRITE
44402121;RENAULT;2017;14111;21695;WIT;ELEKTRICITEIT;BEDRIJFSWAGEN;KANGOO
44402475;PEUGEOT;2014;148114;9250;GRIJS;DIESEL;STATIONWAGEN;308
44403630;RENAULT;2005;112556;6788;BEIGE;BENZINE;CABRIOLET;MEGANE
44403782;VOLKSWAGEN;2014;130949;8290;WIT;DIESEL;BEDRIJFSWAGEN;CADDY MAXI
44404177;VOLVO;2017;26449;37945;GRIJS;DIESEL;STATIONWAGEN;V90
44405458;MERCEDES-BENZ;2004;404818;1950;BLAUW;DIESEL;STATIONWAGEN;C-KLASSE
44409521;VOLKSWAGEN;2017;36532;14740;GRIJS;BENZINE;HATCHBACK;GOLF
44412118;TOYOTA;2011;162791;8900;GRIJS;BENZINE / ELEKTRICITEIT;HATCHBACK;PRIUS
44415044;MERCEDES-BENZ;2008;174073;15950;GRIJS;BENZINE;CABRIOLET;SLK
44415726;SEAT;2014;170804;6650;ZWART;BENZINE;HATCHBACK;IBIZA
44416005;AUDI;2013;80115;15900;ZWART;BENZINE;SEDAN;A4
44416322;OPEL;2021;800;23196;WIT;DIESEL;BEDRIJFSWAGEN;MOVANO
44417420;NISSAN;2009;160596;9990;BRUIN;BENZINE;MPV;QASHQAI+2
44417468;CITROEN;2015;121950;4750;WIT;BENZINE;HATCHBACK;C3
44417766;FIAT;2013;103567;6700;PAARS;BENZINE;CABRIOLET;500
44417838;FORD;2006;256560;2450;ZWART;DIESEL;MPV;FUSION
44418962;AUDI;2011;128226;9750;ZWART;BENZINE;HATCHBACK;A1
44433842;FORD;2017;27455;19945;ROOD;DIESEL;STATIONWAGEN;MONDEO
44434064;VOLVO;2017;80583;25950;GRIJS;DIESEL;STATIONWAGEN;V60
44435113;BENTLEY;2002;54727;59900;ZWART;BENZINE;SEDAN;ARNAGE
44438996;HYUNDAI;2017;38771;12950;GRIJS;BENZINE;HATCHBACK;I20
44445283;FORD;2020;2653;28900;ZILVER;BENZINE;STATIONWAGEN;FOCUS
44445910;MINI;2011;257719;8950;ROOD;DIESEL;STATIONWAGEN;COUNTRYMAN
44446419;MERCEDES-BENZ;2018;5;39950;WIT;DIESEL;BEDRIJFSWAGEN;SPRINTER
44448481;SKODA;2018;35450;26995;ZILVER;DIESEL;STATIONWAGEN;OCTAVIA
44449611;OPEL;2017;18174;18900;WIT;DIESEL;BEDRIJFSWAGEN;VIVARO
44450257;RENAULT;2018;24935;22900;ZWART;DIESEL;BEDRIJFSWAGEN;TRAFIC
44451278;VOLKSWAGEN;2015;88384;13945;ZWART;BENZINE;HATCHBACK;GOLF
44454121;HYUNDAI;2011;112463;4250;ZWART;BENZINE;HATCHBACK;I10
44456043;VOLKSWAGEN;2016;66827;12045;GRIJS;BENZINE;HATCHBACK;POLO
44456475;DODGE;2021;40;53950;GRIJS;BENZINE;BEDRIJFSWAGEN;RAM PICKUP
44458898;CITROEN;2005;283606;1950;GRIJS;DIESEL;HATCHBACK;C3
44463310;AUDI;2015;85267;15950;ROOD;BENZINE / ELEKTRICITEIT;HATCHBACK;A3
44467584;RENAULT;2011;139521;3700;DIVERS;BENZINE;HATCHBACK;TWINGO
44470060;KIA;2013;70126;14995;GRIJS;BENZINE;SUV;SPORTAGE
44472058;JAGUAR;2003;207756;5950;GRIJS;BENZINE;SEDAN;X-TYPE
44473735;TOYOTA;2019;11698;27650;ZWART;BENZINE / ELEKTRICITEIT;STATIONWAGEN;COROLLA
44473989;VOLVO;2017;75532;36400;GRIJS;DIESEL;STATIONWAGEN;V90
44474360;VOLKSWAGEN;1997;159325;2250;GROEN;BENZINE;CABRIOLET;GOLF
44474792;RENAULT;2017;18040;16940;ROOD;BENZINE;HATCHBACK;MEGANE
44475170;VOLKSWAGEN;2008;302489;2950;GRIJS;BENZINE;MPV;GOLF
44476436;OPEL;2017;71621;16900;GRIJS;DIESEL;HATCHBACK;ASTRA
44477849;FORD;2015;126302;8950;GRIJS;DIESEL;STATIONWAGEN;FOCUS
44477857;FORD;2008;153276;1450;GRIJS;BENZINE;HATCHBACK;KA
44478933;FORD;2011;110501;7950;GRIJS;BENZINE;STATIONWAGEN;FOCUS
44479449;ALFA ROMEO;1998;126226;4900;BLAUW;BENZINE;COUPE;GTV
44479952;SKODA;2002;265272;895;GRIJS;BENZINE;SEDAN;FABIA
44481710;MAZDA;2004;85805;3750;GRIJS;BENZINE;HATCHBACK;2
44481789;RENAULT;2018;42452;23490;WIT;BENZINE;SUV;KADJAR
44483415;SUZUKI;2003;118901;644;ROOD;BENZINE;HATCHBACK;ALTO
44483515;DS;2018;38362;38950;GRIJS;BENZINE;SUV;7 CROSSBACK
44484110;VOLKSWAGEN;2015;126416;8890;WIT;DIESEL;BEDRIJFSWAGEN;CADDY
44491936;AUDI;2006;193073;11950;GRIJS;BENZINE;SUV;A6 ALLROAD
44492165;CITROEN;2010;132789;6995;GRIJS;BENZINE;MPV;C4 GRAND PICASSO
44492741;OPEL;2017;14828;18900;WIT;DIESEL;BEDRIJFSWAGEN;MOVANO
44492786;VOLVO;2016;53085;20445;ZWART;DIESEL;STATIONWAGEN;V60
44492897;TOYOTA;2014;103212;14850;GRIJS;BENZINE / ELEKTRICITEIT;STATIONWAGEN;AURIS
44496310;MITSUBISHI;2014;85354;14950;GRIJS;BENZINE;MPV;ASX
44498030;PEUGEOT;2008;120955;5950;GRIJS;BENZINE;STATIONWAGEN;207
44502826;AUDI;2013;169427;17950;GRIJS;DIESEL;STATIONWAGEN;A6
44503089;VOLKSWAGEN;2013;287477;13950;ZWART;DIESEL;BEDRIJFSWAGEN;TRANSPORTER
44503919;OPEL;2013;186359;8290;WIT;DIESEL;BEDRIJFSWAGEN;VIVARO
44504617;OPEL;2010;128850;5245;WIT;BENZINE;HATCHBACK;CORSA
44505251;BMW;2021;1178;329950;GRIJS;BENZINE;CABRIOLET;Z8
44507789;DACIA;2015;74379;6999;ROOD;BENZINE;HATCHBACK;SANDERO
44509638;PEUGEOT;2000;443955;995;ZILVER;LPG;STATIONWAGEN;406
44513669;VOLVO;2016;45621;52950;GRIJS;BENZINE;SUV;XC90
44513691;MASERATI;2014;164939;35950;WIT;DIESEL;SEDAN;GHIBLI
44516379;FIAT;2015;52311;14950;GRIJS;DIESEL;MPV;500L
44517997;FORD;2013;76030;10450;GRIJS;BENZINE;MPV;B-MAX
44521571;MITSUBISHI;2014;76421;14949;GRIJS;BENZINE;SUV;ASX
44521761;HYUNDAI;2019;44202;22800;GRIJS;BENZINE / ELEKTRICITEIT;HATCHBACK;IONIQ
44523961;SEAT;2010;165185;6950;ZWART;BENZINE;MPV;ALTEA
44524398;VOLKSWAGEN;2013;165429;12900;ZWART;DIESEL;HATCHBACK;GOLF
44525132;OPEL;2019;534;14750;WIT;DIESEL;BEDRIJFSWAGEN;COMBO
44528064;VOLVO;2002;400801;4450;BLAUW;BENZINE;STATIONWAGEN;V70 CROSS COUNTRY
44528640;KIA;2006;218079;3950;ZILVER;LPG / BENZINE;SUV;SORENTO
44529130;VOLKSWAGEN;2010;127104;6950;ZWART;BENZINE;HATCHBACK;POLO
44530504;SUZUKI;2019;4933;20890;GRIJS;BENZINE;HATCHBACK;SX4 S-CROSS
44530918;FORD;2015;80251;26895;ZWART;DIESEL;MPV;GALAXY
44530930;FORD;2016;44919;20895;GRIJS;BENZINE;HATCHBACK;MONDEO
44530938;FORD;2018;28000;16795;GEEL;BENZINE;HATCHBACK;FIESTA
44530948;FORD;2018;42400;59995;GRIJS;DIESEL;PERSONENBUS;TOURNEO CUSTOM
44530958;VOLKSWAGEN;2018;27119;9995;WIT;BENZINE;HATCHBACK;UP!
44530962;FORD;2018;41237;15995;GEEL;BENZINE;HATCHBACK;FIESTA
44530964;FORD;2017;45805;13795;GRIJS;BENZINE;MPV;B-MAX
44531600;VOLKSWAGEN;2007;95422;7900;GRIJS;BENZINE;HATCHBACK;GOLF
44531811;BMW;2018;17830;24950;ZWART;BENZINE;HATCHBACK;1-SERIE
44533616;HONDA;2012;66262;11450;WIT;BENZINE;HATCHBACK;CIVIC
44535256;NISSAN;2015;28004;12150;GRIJS;BENZINE;MPV;NOTE
44535543;FORD;2014;49004;9950;ZILVER;BENZINE;MPV;B-MAX
44539392;VOLKSWAGEN;2012;83231;12900;WIT;BENZINE;CABRIOLET;GOLF
44539573;BMW;2019;9593;79995;ZWART;DIESEL;HATCHBACK;6-SERIE GRAN TURISMO
44540833;PEUGEOT;2015;221091;5495;ZWART;DIESEL;STATIONWAGEN;308
44544639;MERCEDES-BENZ;2009;108398;9890;ZILVER;DIESEL;BEDRIJFSWAGEN;VITO
44545163;RENAULT;2018;16711;20440;GRIJS;DIESEL;BEDRIJFSWAGEN;MASTER
44550768;NISSAN;2011;129480;4950;GRIJS;BENZINE;HATCHBACK;MICRA
44550795;BMW;2017;32952;29750;ZWART;BENZINE;COUPE;4-SERIE
44550874;CITROEN;2016;31357;15500;ZILVER;BENZINE;HATCHBACK;C4
44551034;VOLVO;2010;89260;9950;ZILVER;BENZINE;SEDAN;S40
44552223;VOLVO;1968;79488;23890;BEIGE;BENZINE;SEDAN;AMAZON
44553534;VOLKSWAGEN;2014;50000;4890;ZWART;BENZINE;HATCHBACK;UP!
44553550;BMW;2017;69975;44950;GRIJS;BENZINE;STATIONWAGEN;5-SERIE
44557092;OPEL;2019;23521;13950;WIT;DIESEL;BEDRIJFSWAGEN;COMBO
44558209;SUZUKI;2021;1;28898;WIT;BENZINE;SUV;SX4 S-CROSS
44559991;SUZUKI;2021;1;27583;GRIJS;BENZINE;SUV;VITARA
44560385;VOLVO;2019;27000;51995;GRIJS;BENZINE / ELEKTRICITEIT;SEDAN;S90
44561830;BMW;2019;24563;109750;ZWART;BENZINE;SEDAN;7-SERIE
44562641;AUDI;2013;100000;14890;ZWART;DIESEL;HATCHBACK;A3
44562677;BMW;2009;253443;9950;GRIJS;BENZINE;CABRIOLET;3-SERIE
44564250;PEUGEOT;2012;108017;14900;GRIJS;BENZINE;COUPE;RCZ
44564265;BMW;2015;49453;46750;WIT;DIESEL;STATIONWAGEN;5-SERIE
44564781;MERCEDES-BENZ;2017;62356;19950;ZILVER;BENZINE;MPV;B-KLASSE
44567185;PEUGEOT;2016;46904;10950;BLAUW;BENZINE;HATCHBACK;208
44568114;BMW;2016;70618;20950;GRIJS;BENZINE;MPV;2-SERIE ACTIVE TOURER
44568426;FIAT;2014;127303;5250;DIVERS;DIESEL;BEDRIJFSWAGEN;DOBLO CARGO
44573237;VOLVO;2019;15000;37995;GRIJS;DIESEL;STATIONWAGEN;V60 CROSS COUNTRY
44573273;FORD;2019;25000;25945;GRIJS;DIESEL;BEDRIJFSWAGEN;TRANSIT CUSTOM
44573275;RENAULT;2018;2516;27450;GRIJS;BENZINE;MPV;GRAND SCENIC
44574191;SKODA;2019;65000;18950;WIT;BENZINE;HATCHBACK;OCTAVIA
44575501;RENAULT;2015;131639;13900;WIT;DIESEL;BEDRIJFSWAGEN;MASTER
44576687;VOLKSWAGEN;2019;50000;32950;GRIJS;BENZINE;STATIONWAGEN;PASSAT
